alpha,lambda,eta,threshold,FA,DD,ND
1e-07,1.5,0.2,0.0013188060333959,1,2.8$\pm$1.4,0
1e-06,1.5,0.2,0.0597584359134089,0,2.9$\pm$1.5,0
1e-05,1.5,0.2,0.6333700549603236,0,3.0$\pm$1.6,0
0.0001,1.5,0.2,5.429616528623228,0,3.0$\pm$1.7,0
0.001,1.5,0.2,27.63323102933191,0,4.0$\pm$2.5,0
0.01,1.5,0.2,23.78795978322205,0,4.1$\pm$2.5,0
