alpha,lambda,eta,threshold,FA,DD,ND
0.05,1.5,0.2,0.0,0,5.1$\pm$3.4,0
0.2,1.5,0.2,0.050331560436916334,0,4.0$\pm$2.6,0
0.5,1.5,0.2,3.5952063899567293,0,4.0$\pm$2.9,0
0.8,1.5,0.2,4.84244823506242,0,4.0$\pm$2.9,0
1.0,1.5,0.2,5.173725814849149,0,4.0$\pm$2.9,0
5.0,1.5,0.2,5.809401117512607,0,4.1$\pm$2.9,0
