p,beta,threshold,FA,DD,ND
3,0.3,2.8702431080428386,0,7.7$\pm$4.6,0
3,0.5,2.942726121938885,0,9.5$\pm$5.5,0
3,0.7,2.8356711940382473,0,10.4$\pm$5.4,0
3,0.9,2.7850381784754,0,11.4$\pm$6.1,0
3,1.1,2.7914683698281513,0,11.6$\pm$5.8,0
3,1.5,2.6485890613090812,0,12.4$\pm$5.6,0
