p,beta,threshold,absmean
2,0.3,2.2689474709920825,0.5954831078761333
2,0.5,3.3054093347968467,0.7546794988776206
2,0.7,3.782905065053166,0.8323751131628596
2,0.9,3.905036631864781,0.8793727169850415
2,1.1,3.920727894940252,0.8096300004812618
2,1.5,3.833647849002402,0.7122393165246729
