alpha,lambda,eta,threshold,absmean
1e-08,0.5,0.2,8.375036476768173,2.3792031920346757
5e-07,0.5,0.2,84.15534779661766,2.4475515671147403
1e-07,0.5,0.2,50.86184093206725,2.1368739632251135
1e-06,0.5,0.2,88.43490623511707,2.77172577154967
1e-05,0.5,0.2,89.2036214077807,4.451111963536436
0.0001,0.5,0.2,87.84814772112736,7.606530935251412
