alpha,lambda,eta,threshold,absmean
1e-06,0.2,0.1,0.0,0.24548421944722124
5e-05,0.2,0.1,0.0,2.730347805953058
1e-05,0.2,0.1,0.0,0.7018877410218394
0.0005,0.2,0.1,0.0,25.550525196258455
0.0001,0.2,0.1,0.0,5.265922912311802
