p,beta,threshold,absmean
3,0.01,0.8779315823686265,0.47574084106288156
3,0.05,0.8635593174245088,0.5479995716910134
3,0.1,2.0287209397874535,1.2390462015847912
3,0.2,3.919911459179501,2.5078546481681947
3,0.5,4.398058613824562,2.843608007972413
3,0.8,4.468358100247035,2.826101940075846
3,1.0,4.417816639598471,2.8605219243127276
